P0AD88	GO:0110165	0.998
P0AD88	GO:0043227	0.127
P0AD88	GO:0005622	0.578
P0AD88	GO:0043229	0.138
P0AD88	GO:0043226	0.144
P0AD88	GO:0016020	0.515
P0AD88	GO:0043231	0.113
P0AD88	GO:0005737	0.349
P0AD88	GO:0071944	0.108
P0AD88	GO:0005576	0.254
P36937	GO:0110165	0.999
P36937	GO:0043227	0.400
P36937	GO:0005622	0.519
P36937	GO:0043229	0.447
P36937	GO:0043226	0.493
P36937	GO:0016020	0.989
P36937	GO:0043231	0.347
P36937	GO:0005737	0.321
P36937	GO:0005886	0.828
P36937	GO:0071944	0.782
P36937	GO:0031090	0.125
P36937	GO:0009536	0.459
P36937	GO:0032991	0.217
P36937	GO:0031224	0.331
P36937	GO:0005887	0.182
P36937	GO:0016021	0.252
P36937	GO:0031226	0.236
P36937	GO:0098797	0.234
P36937	GO:0098796	0.157
P36937	GO:0031004	0.141
P56100	GO:0110165	0.998
P56100	GO:0043227	0.535
P56100	GO:0005622	0.765
P56100	GO:0043229	0.716
P56100	GO:0043226	0.720
P56100	GO:0016020	0.959
P56100	GO:0043231	0.532
P56100	GO:0005737	0.682
P56100	GO:0005886	0.456
P56100	GO:0071944	0.444
P56100	GO:0031090	0.153
P56100	GO:0009536	0.266
P56100	GO:0032991	0.120
P56100	GO:0031224	0.156
P56100	GO:0016021	0.143
P56100	GO:0098797	0.120
P56100	GO:0098796	0.177
O32583	GO:0110165	0.943
O32583	GO:0005622	0.925
O32583	GO:0016020	0.103
O32583	GO:0005737	0.894
O32583	GO:0005829	0.724
O32583	GO:0032991	0.264
P0ABM5	GO:0110165	0.990
P0ABM5	GO:0005622	0.133
P0ABM5	GO:0016020	0.892
P0ABM5	GO:0005737	0.137
P0ABM5	GO:0005886	0.893
P0ABM5	GO:0071944	0.888
P0ABM5	GO:0032991	0.252
P0ABM5	GO:0031224	0.268
P0ABM5	GO:0005887	0.208
P0ABM5	GO:0016021	0.247
P0ABM5	GO:0031226	0.187
P0ABM5	GO:0098797	0.217
P0ABM5	GO:0098796	0.198
P0A6A8	GO:0110165	0.994
P0A6A8	GO:0043227	0.225
P0A6A8	GO:0005622	0.854
P0A6A8	GO:0043229	0.388
P0A6A8	GO:0043226	0.402
P0A6A8	GO:0016020	0.569
P0A6A8	GO:0043231	0.217
P0A6A8	GO:0005737	0.822
P0A6A8	GO:0005829	0.588
P0A6A8	GO:0005886	0.108
P0A6A8	GO:0071944	0.171
P0A6A8	GO:0005618	0.269
P0A6A8	GO:0030312	0.222
P0A6A8	GO:0005576	0.130
P0A6A8	GO:0032991	0.139
P69776	GO:0110165	0.993
