P20278	GO:0110165	0.997
P20278	GO:0043227	0.347
P20278	GO:0005622	0.917
P20278	GO:0043229	0.755
P20278	GO:0043226	0.745
P20278	GO:0016020	0.396
P20278	GO:0043231	0.354
P20278	GO:0005634	0.168
P20278	GO:0005737	0.819
P20278	GO:0005829	0.683
P20278	GO:0071944	0.142
P20278	GO:0009536	0.198
P20278	GO:0032991	0.417
P20278	GO:0043228	0.435
P20278	GO:0043232	0.438
P20278	GO:1990904	0.312
P20278	GO:0005840	0.417
P20278	GO:0022626	0.507
P20278	GO:0015935	0.131
P20278	GO:0044391	0.363
P20278	GO:0022627	0.175
P20278	GO:0022625	0.226
P20278	GO:0015934	0.195
P05647	GO:0110165	0.999
P05647	GO:0043227	0.367
P05647	GO:0005622	0.948
P05647	GO:0043229	0.855
P05647	GO:0043226	0.844
P05647	GO:0016020	0.419
P05647	GO:0043231	0.375
P05647	GO:0005634	0.182
P05647	GO:0005737	0.857
P05647	GO:0005829	0.667
P05647	GO:0071944	0.164
P05647	GO:0009536	0.136
P05647	GO:0032991	0.311
P05647	GO:0043228	0.730
P05647	GO:0043232	0.732
P05647	GO:0005730	0.118
P05647	GO:1990904	0.238
P05647	GO:0005840	0.430
P05647	GO:0022626	0.423
P05647	GO:0044391	0.307
P05647	GO:0022625	0.221
P05647	GO:0015934	0.258
Q06798	GO:0110165	0.992
Q06798	GO:0043227	0.573
Q06798	GO:0005622	0.947
Q06798	GO:0043229	0.879
Q06798	GO:0043226	0.865
Q06798	GO:0016020	0.572
Q06798	GO:0043231	0.636
Q06798	GO:0005634	0.190
Q06798	GO:0005737	0.853
Q06798	GO:0005829	0.491
Q06798	GO:0009536	0.160
Q06798	GO:0032991	0.336
Q06798	GO:0043233	0.102
Q06798	GO:0031974	0.103
Q06798	GO:0043228	0.316
Q06798	GO:0070013	0.103
Q06798	GO:0043232	0.318
Q06798	GO:1990904	0.110
Q06798	GO:0005840	0.214
Q06798	GO:0022626	0.198
Q06798	GO:0044391	0.185
Q06798	GO:0015934	0.118
P56849	GO:0110165	0.997
P56849	GO:0043227	0.676
P56849	GO:0005622	0.976
P56849	GO:0043229	0.921
P56849	GO:0043226	0.907
P56849	GO:0016020	0.695
P56849	GO:0043231	0.739
P56849	GO:0005634	0.274
P56849	GO:0005737	0.918
P56849	GO:0005829	0.658
P56849	GO:0009536	0.377
P56849	GO:0032991	0.514
P56849	GO:0031981	0.111
P56849	GO:0043233	0.119
P56849	GO:0031974	0.121
P56849	GO:0043228	0.407
P56849	GO:0070013	0.121
P56849	GO:0043232	0.408
P56849	GO:1990904	0.215
P56849	GO:0005840	0.399
P56849	GO:0022626	0.385
P56849	GO:0015935	0.215
P56849	GO:0044391	0.338
P56849	GO:0022627	0.218
P56849	GO:0015934	0.121
P21478	GO:0110165	0.998
P21478	GO:0043227	0.535
P21478	GO:0005622	0.972
P21478	GO:0043229	0.920
P21478	GO:0043226	0.911
P21478	GO:0016020	0.569
P21478	GO:0043231	0.576
P21478	GO:0005634	0.452
P21478	GO:0005737	0.776
P21478	GO:0005829	0.622
P21478	GO:0009536	0.139
P21478	GO:0032991	0.460
P21478	GO:0031981	0.236
P21478	GO:0043233	0.200
P21478	GO:0031974	0.200
P21478	GO:0043228	0.811
P21478	GO:0070013	0.200
P21478	GO:0043232	0.812
P21478	GO:0005730	0.310
P21478	GO:1990904	0.204
P21478	GO:0005840	0.302
P21478	GO:0022626	0.360
P21478	GO:0044391	0.195
P21478	GO:0022627	0.103
P19947	GO:0110165	0.996
P19947	GO:0043227	0.314
P19947	GO:0005622	0.932
P19947	GO:0043229	0.823
P19947	GO:0043226	0.794
P19947	GO:0016020	0.475
P19947	GO:0043231	0.375
P19947	GO:0005634	0.117
P19947	GO:0005737	0.918
P19947	GO:0005829	0.742
P19947	GO:0071944	0.100
P19947	GO:0032991	0.623
P19947	GO:0043233	0.111
P19947	GO:0031974	0.112
P19947	GO:0043228	0.740
P19947	GO:0070013	0.112
P19947	GO:0043232	0.742
P19947	GO:1990904	0.593
P19947	GO:0005840	0.778
P19947	GO:0022626	0.688
P19947	GO:0015935	0.284
P19947	GO:0044391	0.820
P19947	GO:0022627	0.160
P19947	GO:0022625	0.738
P19947	GO:0015934	0.778
O34687	GO:0110165	0.998
O34687	GO:0043227	0.459
O34687	GO:0005622	0.968
O34687	GO:0043229	0.868
O34687	GO:0043226	0.850
O34687	GO:0016020	0.431
O34687	GO:0043231	0.504
O34687	GO:0005634	0.246
O34687	GO:0005737	0.908
O34687	GO:0005829	0.770
O34687	GO:0009536	0.108
O34687	GO:0032991	0.499
O34687	GO:0031981	0.164
O34687	GO:0043233	0.194
O34687	GO:0031974	0.195
O34687	GO:0043228	0.645
O34687	GO:0070013	0.195
O34687	GO:0043232	0.648
O34687	GO:0005730	0.154
O34687	GO:1990904	0.493
O34687	GO:0005840	0.602
O34687	GO:0022626	0.588
O34687	GO:0015935	0.262
