P20278	GO:0097159	0.431
P20278	GO:0005488	0.693
P20278	GO:1901363	0.437
P20278	GO:0003676	0.415
P20278	GO:0003723	0.219
P20278	GO:0005198	0.881
P20278	GO:0003729	0.158
P20278	GO:0003735	0.882
P05647	GO:0097159	0.300
P05647	GO:0005488	0.304
P05647	GO:1901363	0.304
P05647	GO:0003676	0.306
P05647	GO:0003723	0.174
P05647	GO:0005198	0.908
P05647	GO:0003729	0.176
P05647	GO:0003735	0.882
Q06798	GO:0097159	0.125
Q06798	GO:0005488	0.549
Q06798	GO:1901363	0.133
Q06798	GO:0003676	0.140
Q06798	GO:0005198	0.739
Q06798	GO:0003735	0.694
P56849	GO:0097159	0.323
P56849	GO:0005488	0.776
P56849	GO:1901363	0.330
P56849	GO:0003676	0.335
P56849	GO:0003723	0.187
P56849	GO:0005198	0.740
P56849	GO:0003729	0.113
P56849	GO:0003735	0.734
P21478	GO:0097159	0.696
P21478	GO:0005488	0.816
P21478	GO:1901363	0.696
P21478	GO:0003677	0.105
P21478	GO:0003676	0.706
P21478	GO:0003723	0.347
P21478	GO:0005198	0.663
P21478	GO:0003729	0.135
P21478	GO:0003735	0.453
P19947	GO:0097159	0.546
P19947	GO:0005488	0.701
P19947	GO:1901363	0.538
P19947	GO:0003676	0.446
P19947	GO:0003723	0.181
P19947	GO:0005198	0.787
P19947	GO:0003735	0.834
O34687	GO:0097159	0.503
O34687	GO:0005488	0.578
O34687	GO:1901363	0.505
O34687	GO:0003676	0.419
O34687	GO:0003723	0.359
O34687	GO:0005198	0.917
O34687	GO:0003729	0.247
O34687	GO:0003735	0.929
P12878	GO:0097159	0.357
P12878	GO:0005488	0.438
P12878	GO:1901363	0.354
P12878	GO:0003676	0.349
P12878	GO:0003723	0.334
P12878	GO:0005198	0.932
P12878	GO:0003729	0.247
P12878	GO:0003735	0.932
P70994	GO:0005488	0.536
P70994	GO:0005515	0.485
P70994	GO:0003824	0.471
P70994	GO:0042802	0.459
P37807	GO:0097159	0.480
P37807	GO:0005488	0.556
P37807	GO:1901363	0.464
P37807	GO:0003676	0.386
P37807	GO:0003723	0.251
P37807	GO:0005198	0.863
