G2QMN4	GO:0043167	0.103
G2QMN4	GO:0005488	0.409
G2QMN4	GO:0005515	0.125
G2QMN4	GO:0003824	0.306
G2QMN4	GO:0005215	0.625
G2QMN4	GO:0015075	0.201
G2QMN4	GO:0022857	0.592
G2QMN4	GO:0016491	0.244
G2QMN4	GO:0046943	0.157
G2QMN4	GO:0008514	0.103
G2QMN4	GO:0022804	0.457
G2QMN4	GO:0022853	0.184
G2QMN4	GO:0005342	0.169
G2QMN4	GO:0015399	0.293
G2QMN4	GO:0009055	0.300
G2QMN4	GO:0015078	0.128
G2QMN4	GO:0015453	0.248
G2QMN4	GO:0003954	0.136
G2QMN4	GO:0003955	0.105
G2QMN4	GO:0016655	0.162
G2QMN4	GO:0008137	0.131
G2QMN4	GO:0016651	0.123
G2QMN4	GO:0050136	0.135
G2QGJ3	GO:0005488	0.303
G2QGJ3	GO:0005515	0.173
G2QGJ3	GO:0003824	0.171
G2QGJ3	GO:0005215	0.522
G2QGJ3	GO:0015075	0.128
G2QGJ3	GO:0022857	0.495
G2QGJ3	GO:0016491	0.162
G2QGJ3	GO:0022804	0.247
G2QGJ3	GO:0015399	0.279
G2QGJ3	GO:0009055	0.135
G2QGJ3	GO:0015453	0.153
G2QGJ3	GO:0003954	0.181
G2QGJ3	GO:0003955	0.211
G2QGJ3	GO:0016655	0.339
G2QGJ3	GO:0008137	0.203
G2QGJ3	GO:0016651	0.155
G2QGJ3	GO:0050136	0.181
G2Q0D2	GO:0097159	0.157
G2Q0D2	GO:0043167	0.151
G2Q0D2	GO:0005488	0.818
G2Q0D2	GO:1901363	0.151
G2Q0D2	GO:0005515	0.562
G2Q0D2	GO:0044877	0.112
G2Q0D2	GO:0003824	0.222
G2Q0D2	GO:0042802	0.155
G2Q0D2	GO:0005215	0.646
G2Q0D2	GO:0022890	0.101
G2Q0D2	GO:0008324	0.155
G2Q0D2	GO:0015318	0.118
G2Q0D2	GO:0015075	0.253
G2Q0D2	GO:0022857	0.591
G2Q0D2	GO:0017111	0.137
G2Q0D2	GO:0022804	0.305
G2Q0D2	GO:0015399	0.321
G2Q0D2	GO:0008320	0.204
G2Q0D2	GO:0140318	0.203
G2Q0D2	GO:0022884	0.178
G2Q0D2	GO:0009055	0.151
G2Q0D2	GO:0015078	0.138
G2Q0D2	GO:0015453	0.174
G2Q0D2	GO:0016651	0.118
G2QLM1	GO:0043167	0.145
G2QLM1	GO:0005488	0.592
G2QLM1	GO:0005515	0.274
G2QLM1	GO:0003824	0.139
G2QLM1	GO:0005215	0.364
G2QLM1	GO:0022857	0.299
G2QLM1	GO:0022804	0.208
G2Q9B8	GO:0005488	0.235
G2Q9B8	GO:0005515	0.166
G2Q9B8	GO:0016740	0.133
G2Q9B8	GO:0003824	0.873
G2Q9B8	GO:0042802	0.179
G2Q9B8	GO:0016787	0.148
G2Q9B8	GO:0042803	0.103
G2Q9B8	GO:0016829	0.213
G2Q9B8	GO:0016853	0.115
G2Q6D4	GO:0005488	0.392
G2Q6D4	GO:0005515	0.134
G2Q6D4	GO:0003676	0.102
G2Q6D4	GO:0003824	0.193
G2Q6D4	GO:0005198	0.571
G2Q6D4	GO:0003735	0.702
G2QPG9	GO:0097159	0.127
G2QPG9	GO:0043167	0.140
G2QPG9	GO:0005488	0.557
G2QPG9	GO:1901363	0.123
G2QPG9	GO:0005515	0.193
G2QPG9	GO:0003824	0.330
G2QPG9	GO:0005215	0.675
G2QPG9	GO:0022890	0.178
G2QPG9	GO:0008324	0.215
G2QPG9	GO:0015318	0.182
G2QPG9	GO:0015075	0.312
G2QPG9	GO:0022857	0.676
G2QPG9	GO:0016491	0.352
G2QPG9	GO:0022804	0.553
G2QPG9	GO:0022853	0.243
G2QPG9	GO:0015399	0.531
G2QPG9	GO:0009055	0.519
G2QPG9	GO:0015078	0.210
G2QPG9	GO:0015453	0.550
G2QPG9	GO:0003954	0.221
G2QPG9	GO:0003955	0.252
G2QPG9	GO:0016655	0.324
G2QPG9	GO:0008137	0.249
G2QPG9	GO:0016651	0.268
G2QPG9	GO:0050136	0.238
G2QPG9	GO:0004129	0.233
G2QPG9	GO:0016675	0.242
G2QPW5	GO:0097159	0.151
G2QPW5	GO:0043167	0.224
G2QPW5	GO:0005488	0.850
G2QPW5	GO:1901363	0.142
G2QPW5	GO:0005515	0.218
G2QPW5	GO:0005198	0.145
G2QPW5	GO:0046872	0.236
G2QPW5	GO:0043169	0.246
G2QPW5	GO:0046914	0.176
G2QPW5	GO:0009055	0.146
G2QPW5	GO:0015453	0.163
G2QPW5	GO:0003735	0.208
G2Q904	GO:0043167	0.197
G2Q904	GO:0005488	0.792
G2Q904	GO:0005515	0.183
G2Q904	GO:0016491	0.131
G2Q904	GO:0046872	0.235
G2Q904	GO:0043169	0.241
G2Q904	GO:0046914	0.152
G2Q2S7	GO:0097159	0.113
G2Q2S7	GO:0005488	0.481
G2Q2S7	GO:1901363	0.116
G2Q2S7	GO:0005515	0.262
G2Q2S7	GO:0098772	0.101
G2Q2S7	GO:0140096	0.272
G2Q2S7	GO:0003824	0.922
G2Q2S7	GO:0016787	0.576
G2Q2S7	GO:0016788	0.214
G2Q2S7	GO:0016817	0.106
G2Q2S7	GO:0016818	0.107
G2Q2S7	GO:0003998	0.122
G2QLA1	GO:0005488	0.333
G2QLA1	GO:0005515	0.155
G2QLA1	GO:0003824	0.338
G2QLA1	GO:0005215	0.218
G2QLA1	GO:0022857	0.189
G2QLA1	GO:0016491	0.560
G2QLA1	GO:0022804	0.152
G2QLA1	GO:0015399	0.166
G2QLA1	GO:0009055	0.253
G2QLA1	GO:0015453	0.149
G2QLA1	GO:0003954	0.118
G2QLA1	GO:0016651	0.161
G2QBP4	GO:0097159	0.114
G2QBP4	GO:0005488	0.551
G2QBP4	GO:1901363	0.121
G2QBP4	GO:0005515	0.174
G2QBP4	GO:0003824	0.179
G2QBP4	GO:0005215	0.418
G2QBP4	GO:0015075	0.131
G2QBP4	GO:0022857	0.376
G2QBP4	GO:0016491	0.140
G2QBP4	GO:0022804	0.341
G2QBP4	GO:0015399	0.405
G2QBP4	GO:0009055	0.349
G2QBP4	GO:0015453	0.414
G2QBP4	GO:0003954	0.239
G2QBP4	GO:0003955	0.235
G2QBP4	GO:0016655	0.247
G2QBP4	GO:0008137	0.291
G2QBP4	GO:0016651	0.128
G2QBP4	GO:0050136	0.255
G2Q0T9	GO:0005488	0.719
G2Q0T9	GO:0005515	0.367
G2Q0T9	GO:0005198	0.164
G2QHY5	GO:0005488	0.447
G2QHY5	GO:0003824	0.127
G2QHY5	GO:0016491	0.265
G2QHY5	GO:0009055	0.198
G2QHY5	GO:0015453	0.195
G2QHY5	GO:0003954	0.168
G2QHY5	GO:0003955	0.137
G2QHY5	GO:0008137	0.200
G2QHY5	GO:0050136	0.182
G2QHY5	GO:0003735	0.183
G2QKQ4	GO:0097159	0.207
G2QKQ4	GO:0043167	0.120
G2QKQ4	GO:0005488	0.615
G2QKQ4	GO:1901363	0.214
G2QKQ4	GO:0005515	0.190
G2QKQ4	GO:0003676	0.125
G2QKQ4	GO:0003824	0.271
G2QKQ4	GO:0005215	0.264
G2QKQ4	GO:0003723	0.159
G2QKQ4	GO:0022857	0.265
G2QKQ4	GO:0016491	0.271
G2QKQ4	GO:0022804	0.368
G2QKQ4	GO:0022853	0.120
G2QKQ4	GO:0015399	0.341
G2QKQ4	GO:0009055	0.284
G2QKQ4	GO:0015453	0.255
G2QKQ4	GO:0003954	0.181
G2QKQ4	GO:0003955	0.199
G2QKQ4	GO:0016655	0.253
G2QKQ4	GO:0008137	0.166
G2QKQ4	GO:0016651	0.222
G2QKQ4	GO:0050136	0.165
G2Q8V2	GO:0097159	0.253
G2Q8V2	GO:0043167	0.469
G2Q8V2	GO:0005488	0.892
G2Q8V2	GO:1901363	0.243
G2Q8V2	GO:0005515	0.234
G2Q8V2	GO:0003676	0.142
G2Q8V2	GO:0003824	0.169
G2Q8V2	GO:0005215	0.324
G2Q8V2	GO:0022890	0.109
G2Q8V2	GO:0008324	0.105
G2Q8V2	GO:0015075	0.122
G2Q8V2	GO:0022857	0.276
G2Q8V2	GO:0016491	0.366
G2Q8V2	GO:0046872	0.547
G2Q8V2	GO:0043169	0.558
G2Q8V2	GO:0046914	0.532
G2Q8V2	GO:0022804	0.365
G2Q8V2	GO:0022853	0.130
G2Q8V2	GO:0015399	0.462
G2Q8V2	GO:0005507	0.344
G2Q8V2	GO:0008270	0.143
G2Q8V2	GO:0009055	0.454
G2Q8V2	GO:0015078	0.178
G2Q8V2	GO:0015453	0.442
G2Q8V2	GO:0003954	0.159
G2Q8V2	GO:0003955	0.185
G2Q8V2	GO:0016655	0.134
G2Q8V2	GO:0008137	0.177
G2Q8V2	GO:0050136	0.191
G2Q8V2	GO:0004129	0.120
G2Q8V2	GO:0016675	0.130
G2Q8F4	GO:0005488	0.466
G2Q8F4	GO:0005515	0.183
G2Q8F4	GO:0003824	0.221
G2Q8F4	GO:0005215	0.474
G2Q8F4	GO:0015075	0.118
G2Q8F4	GO:0022857	0.388
G2Q8F4	GO:0016491	0.181
G2Q8F4	GO:0022804	0.342
G2Q8F4	GO:0022853	0.104
G2Q8F4	GO:0015399	0.394
G2Q8F4	GO:0009055	0.300
G2Q8F4	GO:0015453	0.333
G2Q8F4	GO:0003954	0.172
G2Q8F4	GO:0003955	0.160
G2Q8F4	GO:0016655	0.266
G2Q8F4	GO:0008137	0.216
G2Q8F4	GO:0016651	0.184
G2Q8F4	GO:0050136	0.197
G2Q8F4	GO:0016675	0.103
G2QEQ5	GO:0097159	0.104
G2QEQ5	GO:0005488	0.257
G2QEQ5	GO:0005515	0.145
G2QEQ5	GO:0016740	0.541
G2QEQ5	GO:0003824	0.979
G2QEQ5	GO:0016787	0.216
G2QEQ5	GO:0016829	0.116
G2QEQ5	GO:0016765	0.122
G2QEQ5	GO:0018812	0.114
G2QGD2	GO:0097367	0.401
G2QGD2	GO:0097159	0.726
G2QGD2	GO:0036094	0.536
G2QGD2	GO:0035639	0.407
G2QGD2	GO:0005525	0.117
G2QGD2	GO:0043167	0.264
G2QGD2	GO:0032553	0.447
G2QGD2	GO:0032561	0.169
G2QGD2	GO:0032555	0.453
G2QGD2	GO:0000166	0.533
G2QGD2	GO:0005488	0.808
G2QGD2	GO:0043168	0.295
G2QGD2	GO:1901363	0.723
G2QGD2	GO:0017076	0.447
G2QGD2	GO:1901265	0.535
G2QGD2	GO:0019001	0.171
G2QGD2	GO:0032559	0.268
G2QGD2	GO:0030554	0.258
G2QGD2	GO:0005524	0.213
G2QGD2	GO:0005515	0.446
G2QGD2	GO:0003677	0.184
G2QGD2	GO:0003676	0.242
G2QGD2	GO:0098772	0.122
G2QGD2	GO:0030234	0.114
G2QGD2	GO:0016301	0.324
G2QGD2	GO:0016740	0.194
G2QGD2	GO:0003824	0.808
G2QGD2	GO:0016772	0.309
G2QGD2	GO:0016773	0.233
G2QGD2	GO:0042802	0.157
G2QGD2	GO:0016787	0.261
G2QGD2	GO:0016829	0.240
G2QGD2	GO:0016817	0.231
G2QGD2	GO:0017111	0.309
G2QGD2	GO:0003924	0.117
G2QGD2	GO:0016462	0.235
G2QGD2	GO:0016818	0.231
G2QGD2	GO:0016491	0.221
G2QCD1	GO:0005488	0.457
G2QCD1	GO:0005515	0.221
G2QCD1	GO:0003824	0.517
G2QCD1	GO:0005198	0.159
G2QCD1	GO:0016491	0.601
G2QCD1	GO:0009055	0.318
G2QCD1	GO:0051536	0.359
G2QCD1	GO:0051540	0.356
G2QCD1	GO:0051539	0.296
G2QIB8	GO:0043167	0.132
G2QIB8	GO:0005488	0.375
G2QIB8	GO:1901363	0.109
G2QIB8	GO:0005515	0.143
G2QIB8	GO:0003824	0.645
G2QIB8	GO:0005215	0.227
G2QIB8	GO:0022857	0.252
G2QIB8	GO:0016491	0.628
G2QIB8	GO:0022804	0.391
G2QIB8	GO:0022853	0.103
G2QIB8	GO:0015399	0.573
G2QIB8	GO:0009055	0.584
G2QIB8	GO:0015078	0.118
G2QIB8	GO:0015453	0.602
G2QIB8	GO:0003954	0.436
G2QIB8	GO:0003955	0.451
G2QIB8	GO:0016655	0.565
G2QIB8	GO:0008137	0.477
G2QIB8	GO:0016651	0.390
G2QIB8	GO:0050136	0.433
G2QIB8	GO:0004129	0.115
G2QIB8	GO:0016675	0.158
G2QI64	GO:0043167	0.162
G2QI64	GO:0005488	0.506
G2QI64	GO:0005515	0.110
G2QI64	GO:0003824	0.821
G2QI64	GO:0016787	0.149
G2QI64	GO:0016491	0.177
G2QI64	GO:0046872	0.213
G2QI64	GO:0043169	0.192
G2QI64	GO:0046914	0.139
G2QBX8	GO:0005488	0.580
G2QBX8	GO:0005515	0.265
G2QBX8	GO:0003824	0.100
G2QBX8	GO:0005198	0.286
G2QBX8	GO:0016491	0.117
G2QBX8	GO:0003954	0.128
G2QBX8	GO:0008137	0.146
G2QBX8	GO:0050136	0.118
G2QBX8	GO:0003735	0.496
G2Q8M1	GO:0005488	0.169
G2Q8M1	GO:0003824	0.179
G2Q8M1	GO:0005198	0.287
G2Q8M1	GO:0009055	0.102
G2Q8M1	GO:0008137	0.117
G2Q8M1	GO:0003735	0.400
G2Q411	GO:0043167	0.317
G2Q411	GO:0005488	0.842
G2Q411	GO:0005515	0.411
G2Q411	GO:0044877	0.144
G2Q411	GO:0098772	0.136
G2Q411	GO:0003824	0.216
G2Q411	GO:0005198	0.142
G2Q411	GO:0046872	0.269
G2Q411	GO:0043169	0.263
G2Q411	GO:0046914	0.206
G2Q411	GO:0005507	0.106
G2QHG4	GO:0043167	0.148
G2QHG4	GO:0005488	0.906
G2QHG4	GO:0005515	0.708
G2QHG4	GO:0004857	0.132
G2QHG4	GO:0098772	0.252
G2QHG4	GO:0030234	0.122
G2QHG4	GO:0003824	0.417
G2QHG4	GO:0042802	0.217
G2QHG4	GO:0005102	0.198
G2QHG4	GO:0008233	0.122
G2QHG4	GO:0004175	0.121
G2QHG4	GO:0016787	0.393
G2QHG4	GO:0060089	0.102
G2QHG4	GO:0061134	0.102
G2QHG4	GO:0002020	0.127
G2QHG4	GO:0043169	0.105
G2QHG4	GO:0016798	0.315
G2QHG4	GO:0090729	0.125
G2QHG4	GO:0004553	0.231
G2QHG4	GO:0030246	0.360
G2QHG4	GO:0005534	0.149
G2QHG4	GO:0019865	0.158
G2QHG4	GO:0008061	0.123
G2QHG4	GO:0008810	0.106
G2QHG4	GO:0005186	0.130
G2QHG4	GO:0000772	0.101
