G2QMN4	GO:0042221	0.120
G2QMN4	GO:0050794	0.154
G2QMN4	GO:0009987	0.955
G2QMN4	GO:0065007	0.236
G2QMN4	GO:0050789	0.184
G2QMN4	GO:0050896	0.231
G2QMN4	GO:0008152	0.513
G2QMN4	GO:0071840	0.519
G2QMN4	GO:0016043	0.505
G2QMN4	GO:0051641	0.190
G2QMN4	GO:0006950	0.125
G2QMN4	GO:0071705	0.188
G2QMN4	GO:0071702	0.249
G2QMN4	GO:0006996	0.455
G2QMN4	GO:0033036	0.109
G2QMN4	GO:0051179	0.607
G2QMN4	GO:0051649	0.194
G2QMN4	GO:0046907	0.149
G2QMN4	GO:0051234	0.631
G2QMN4	GO:0006810	0.596
G2QMN4	GO:0071704	0.285
G2QMN4	GO:1901564	0.173
G2QMN4	GO:0006807	0.211
G2QMN4	GO:0044238	0.252
G2QMN4	GO:0006793	0.174
G2QMN4	GO:0006796	0.176
G2QMN4	GO:0044237	0.489
G2QMN4	GO:1901576	0.243
G2QMN4	GO:0044271	0.233
G2QMN4	GO:0006725	0.217
G2QMN4	GO:0034641	0.266
G2QMN4	GO:0009058	0.290
G2QMN4	GO:0044249	0.240
G2QMN4	GO:1901360	0.214
G2QMN4	GO:1901362	0.219
G2QMN4	GO:0034654	0.208
G2QMN4	GO:0019438	0.216
G2QMN4	GO:0046483	0.224
G2QMN4	GO:0006139	0.202
G2QMN4	GO:0018130	0.232
G2QMN4	GO:0006812	0.291
G2QMN4	GO:0098662	0.248
G2QMN4	GO:0098655	0.283
G2QMN4	GO:0098660	0.260
G2QMN4	GO:0034220	0.388
G2QMN4	GO:0055085	0.505
G2QMN4	GO:0006811	0.390
G2QMN4	GO:0007005	0.256
G2QMN4	GO:0022607	0.269
G2QMN4	GO:0044085	0.266
G2QMN4	GO:0006839	0.129
G2QMN4	GO:1901566	0.133
G2QMN4	GO:0043933	0.349
G2QMN4	GO:0044281	0.280
G2QMN4	GO:0065003	0.368
G2QMN4	GO:1901135	0.166
G2QMN4	GO:1901137	0.203
G2QMN4	GO:0034622	0.345
G2QMN4	GO:0019637	0.210
G2QMN4	GO:0009117	0.281
G2QMN4	GO:0055086	0.270
G2QMN4	GO:0090407	0.251
G2QMN4	GO:0006753	0.285
G2QMN4	GO:0009165	0.299
G2QMN4	GO:1901293	0.312
G2QMN4	GO:0046390	0.329
G2QMN4	GO:0009152	0.317
G2QMN4	GO:0072521	0.273
G2QMN4	GO:0019693	0.299
G2QMN4	GO:0006163	0.280
G2QMN4	GO:0009150	0.294
G2QMN4	GO:0006164	0.310
G2QMN4	GO:0072522	0.304
G2QMN4	GO:0009259	0.309
G2QMN4	GO:0009260	0.329
G2QMN4	GO:0046034	0.413
G2QMN4	GO:0006091	0.438
G2QMN4	GO:0009206	0.412
G2QMN4	GO:0009141	0.369
G2QMN4	GO:0009145	0.405
G2QMN4	GO:0009142	0.417
G2QMN4	GO:0009201	0.416
G2QMN4	GO:0009144	0.385
G2QMN4	GO:0015980	0.308
G2QMN4	GO:0006754	0.399
G2QMN4	GO:0009205	0.401
G2QMN4	GO:0009199	0.404
G2QMN4	GO:0022900	0.330
G2QMN4	GO:0017004	0.146
G2QMN4	GO:1990542	0.179
G2QMN4	GO:0009060	0.313
G2QMN4	GO:0006119	0.254
G2QMN4	GO:0045333	0.360
G2QMN4	GO:0015985	0.403
G2QMN4	GO:1902600	0.527
G2QMN4	GO:0015986	0.410
G2QMN4	GO:0033108	0.133
G2QMN4	GO:0019646	0.210
G2QMN4	GO:0042773	0.211
G2QMN4	GO:0022904	0.243
G2QMN4	GO:0042775	0.197
G2QMN4	GO:0006122	0.104
G2QGJ3	GO:0050794	0.140
G2QGJ3	GO:0009987	0.958
G2QGJ3	GO:0065007	0.231
G2QGJ3	GO:0050789	0.167
G2QGJ3	GO:0050896	0.176
G2QGJ3	GO:0008152	0.683
G2QGJ3	GO:0019222	0.104
G2QGJ3	GO:0071840	0.552
G2QGJ3	GO:0016043	0.535
G2QGJ3	GO:0051641	0.158
G2QGJ3	GO:0006950	0.138
G2QGJ3	GO:0071705	0.112
G2QGJ3	GO:0071702	0.145
G2QGJ3	GO:0006996	0.480
G2QGJ3	GO:0051179	0.506
G2QGJ3	GO:0051649	0.148
G2QGJ3	GO:0046907	0.115
G2QGJ3	GO:0051234	0.514
G2QGJ3	GO:0006810	0.480
G2QGJ3	GO:0071704	0.427
G2QGJ3	GO:1901564	0.364
G2QGJ3	GO:0006807	0.327
G2QGJ3	GO:0044238	0.342
G2QGJ3	GO:0006793	0.307
G2QGJ3	GO:0006796	0.314
G2QGJ3	GO:0044237	0.615
G2QGJ3	GO:1901576	0.443
